Rank,Name,Net Worth,Age,Country,Source,Industry
2216.0,Wang Zhentao & family,$1.2 B,56.0,China,vaccine & shoes,Healthcare
2217.0,Betty Ang,$1.2 B,67.0,Philippines,foods,Food & Beverage
2218.0,Chen Xueling,$1.2 B,54.0,China,stationery,Manufacturing
2219.0,Lawrence Golub,$1.2 B,62.0,United States,private equity,Finance & Investments
2220.0,Rameshchandra Jain,$1.2 B,73.0,India,textiles,Manufacturing
2221.0,Lee Seung-gun,$1.2 B,40.0,South Korea,fintech,Technology
2222.0,Duke Reyes,$1.2 B,65.0,United States,beer distribution,Food & Beverage
2223.0,Yoshikazu Tanaka,$1.2 B,45.0,Japan,social network,Technology
2224.0,J. Wayne Weaver,$1.2 B,86.0,United States,Shoes,Diversified
2225.0,Christian Angermayer,$1.2 B,43.0,Germany,investments,Finance & Investments
2226.0,Cheng Lili,$1.2 B,57.0,China,poultry breeding,Food & Beverage
2227.0,Sven Hagströmer,$1.2 B,78.0,Sweden,financial services,Finance & Investments
2228.0,Laurent Junique,$1.2 B,56.0,France,call centers,Technology
2229.0,Hongjing Li,$1.2 B,54.0,China,auto parts,Automotive
2230.0,Nobutada Saji,$1.2 B,76.0,Japan,beverages,Food & Beverage
2231.0,Stanley Tang,$1.2 B,29.0,United States,food delivery app,Technology
2232.0,Weng Xianding,$1.2 B,60.0,China,medical devices,Healthcare
2233.0,Mika Anttonen,$1.2 B,55.0,Finland,oil & gas,Energy
2234.0,Yvon Chouinard,$1.2 B,83.0,United States,Patagonia,Fashion & Retail
2235.0,Fahed Hariri,$1.2 B,41.0,Lebanon,"construction, investments",Construction & Engineering
2236.0,Zbigniew Juroszek & family,$1.2 B,59.0,Poland,"real estate, gambling",Diversified
2237.0,Li Wanqiang,$1.2 B,44.0,China,smartphones,Technology
2238.0,Leonard Schleifer,$1.2 B,69.0,United States,pharmaceuticals,Healthcare
2239.0,Sam Tarascio,$1.2 B,77.0,Australia,real estate,Real Estate
2240.0,Horst Wortmann,$1.2 B,80.0,Germany,footwear,Fashion & Retail
2241.0,Jose Maria Aristrain,$1.2 B,59.0,Spain,steel,Metals & Mining
2242.0,Luigi Cremonini & family,$1.2 B,82.0,Italy,meat processing,Food & Beverage
2243.0,Richard Hayne,$1.2 B,74.0,United States,Urban Outfitters,Fashion & Retail
2244.0,Chatchai Kaewbootta,$1.2 B,70.0,Thailand,auto loans,Finance & Investments
2245.0,Lu Hongyan,$1.2 B,44.0,China,online games,Media & Entertainment
2246.0,Airat Shaimiev,$1.2 B,60.0,Russia,"refinery, chemicals",Energy
2247.0,Alexander Tedja,$1.2 B,76.0,Indonesia,real estate,Real Estate
2248.0,Wu Chung-yi,$1.2 B,66.0,Taiwan,manufacturing,Manufacturing
2249.0,Emilio Azcarraga Jean,$1.2 B,54.0,Mexico,TV broadcasting,Media & Entertainment
2250.0,Tim Draper,$1.2 B,63.0,United States,cryptocurrency,Finance & Investments
2251.0,He Yamin & family,$1.2 B,65.0,China,manufacturing,Manufacturing
2252.0,Shirley Kao,$1.2 B,65.0,Taiwan,food & beverage retailing,Food & Beverage
2253.0,Dalong Lv,$1.2 B,60.0,China,telecom services,Telecom
2254.0,Radik Shaimiev,$1.2 B,57.0,Russia,"refinery, chemicals",Energy
2255.0,Laurie Tisch,$1.2 B,71.0,United States,"insurance, NFL team",Diversified
2256.0,Wu Li-gann,$1.2 B,81.0,Taiwan,electronic components,Manufacturing
2257.0,Thomas Bailey,$1.2 B,85.0,United States,money management,Finance & Investments
2258.0,Fan Zhaoxia & family,$1.2 B,54.0,China,photovoltaic equipment,Energy
2259.0,Michael Heine,$1.2 B,72.0,Australia,financial services,Finance & Investments
2260.0,Ipek Kirac,$1.2 B,37.0,Turkey,diversified,Diversified
2261.0,Carsten Maschmeyer,$1.2 B,62.0,Germany,finance services,Finance & Investments
2262.0,Vijay Shekhar Sharma,$1.2 B,43.0,India,financial technology,Service
2263.0,Steven Tisch,$1.2 B,73.0,United States,insurance,Diversified
2264.0,Wu Peifu & family,$1.2 B,60.0,China,plastic,Manufacturing
2265.0,Andrei Bokarev,$1.2 B,55.0,Russia,"metals, mining",Manufacturing
2266.0,Gleb Fetisov,$1.2 B,55.0,Russia,investments,Telecom
2267.0,Heikki Herlin,$1.2 B,35.0,Finland,"elevators, escalators",Manufacturing
2268.0,Carsten Koerl,$1.2 B,57.0,Germany,sports data,Sports
2269.0,Todd McKinnon,$1.2 B,50.0,United States,software,Technology
2270.0,Devi Shetty,$1.2 B,69.0,India,healthcare,Healthcare
2271.0,Stefania Triva,$1.2 B,57.0,Italy,microbiology,Healthcare
2272.0,Xiu Laigui,$1.2 B,67.0,China,pharmaceuticals,Healthcare
2273.0,Ashok Boob,$1.2 B,70.0,India,specialty chemicals,Manufacturing
2274.0,William Fisher,$1.2 B,65.0,United States,Gap,Fashion & Retail
2275.0,Hu Kun,$1.2 B,52.0,China,medical equipment,Healthcare
2276.0,John Krystynak,$1.2 B,53.0,United States,mobile games,Media & Entertainment
2277.0,Lorinc Meszaros,$1.2 B,56.0,Hungary,diversified,Diversified
2278.0,Michael Steinhardt,$1.2 B,81.0,United States,hedge funds,Finance & Investments
2279.0,Wim van der Leegte,$1.2 B,74.0,Netherlands,manufacturing,Manufacturing
2280.0,Faxiang Yu,$1.2 B,50.0,China,"tourism, cultural industry",Media & Entertainment
2281.0,Ludwig Theodor Braun,$1.2 B,32.0,Germany,medical technology,Healthcare
2282.0,J. Christopher Flowers,$1.2 B,64.0,United States,investments,Finance & Investments
2283.0,Huang Hongyun & family,$1.2 B,55.0,China,real estate,Real Estate
2284.0,John Kusuma,$1.2 B,55.0,Indonesia,banking,Finance & Investments
2285.0,Ulrich Mommert & family,$1.2 B,81.0,Austria,lighting,Automotive
2286.0,Michael Price,$1.2 B,69.0,United States,investments,Finance & Investments
2287.0,Thongma Vijitpongpun,$1.2 B,64.0,Thailand,real estate,Real Estate
2288.0,Zeng Chaolin,$1.2 B,39.0,China,Aluminium,Metals & Mining
2289.0,Gabriel Escarrer,$1.1 B,87.0,Spain,hotels,Service
2290.0,Christian Herz,$1.1 B,,Germany,coffee,Finance & Investments
2291.0,Ke Guihua,$1.1 B,56.0,China,auto parts,Manufacturing
2292.0,Li Shui-po,$1.1 B,65.0,Taiwan,Manufacturing,Manufacturing
2293.0,Jeffrey Michael & family,$1.1 B,65.0,United States,data management,Technology
2294.0,"Karl Scheufele, III. & family",$1.1 B,83.0,Switzerland,jewelry,Fashion & Retail
2295.0,Surin Upatkoon,$1.1 B,72.0,Thailand,"telecom, lotteries, insurance",Diversified
2296.0,Jane Yan & family,$1.1 B,52.0,China,software,Technology
2297.0,Richard Fairbank,$1.1 B,71.0,United States,banking,Finance & Investments
2298.0,Michaela Herz,$1.1 B,,Germany,coffee,Finance & Investments
2299.0,Kim Jung-woong,$1.1 B,47.0,South Korea,cosmetics,Fashion & Retail
2300.0,Li Tan,$1.1 B,57.0,China,pharmaceuticals,Healthcare
2301.0,Soichiro Minami,$1.1 B,45.0,Japan,internet and software,Technology
2302.0,Steven Schuurman,$1.1 B,46.0,Netherlands,software,Technology
2303.0,Sunil Vachani,$1.1 B,53.0,India,electronics,Manufacturing
2304.0,Yang Erzhu,$1.1 B,71.0,China,real estate,Real Estate
2305.0,A. Jayson Adair,$1.1 B,52.0,United States,damaged cars,Automotive
2306.0,Andy Fang,$1.1 B,29.0,United States,food delivery app,Technology
2307.0,Eduardo Hochschild,$1.1 B,58.0,Peru,mining,Metals & Mining
2308.0,Harry Klagsbrun,$1.1 B,67.0,Sweden,financial services,Finance & Investments
2309.0,Li Wenmei & family,$1.1 B,59.0,China,medical equipment,Healthcare
2310.0,Bob Muglia,$1.1 B,62.0,United States,software,Technology
2311.0,Shao Zengming,$1.1 B,,China,diamonds,Manufacturing
2312.0,Murat Vargi,$1.1 B,74.0,Turkey,telecom,Telecom
2313.0,Vlad Yatsenko,$1.1 B,38.0,Ukraine,fintech,Finance & Investments
2314.0,Joao Alves de Queiroz Filho,$1.1 B,69.0,Brazil,pharmaceuticals,Diversified
2315.0,Benedicte Find,$1.1 B,,Denmark,medical devices,Healthcare
2316.0,Hong Seok-joh,$1.1 B,69.0,South Korea,convenience stores,Fashion & Retail
2317.0,Alexander Knauf,$1.1 B,47.0,Germany,building materials,Manufacturing
2318.0,Lim Hariyanto Wijaya Sarwono,$1.1 B,93.0,Indonesia,"palm oil, nickel mining",Energy
2319.0,Erik Must,$1.1 B,79.0,Norway,stock brokerage,Finance & Investments
2320.0,Analjit Singh,$1.1 B,68.0,India,diversified,Diversified
2321.0,Pongsak Viddayakorn,$1.1 B,88.0,Thailand,hospitals,Healthcare
2322.0,Yi Xianzhong & family,$1.1 B,62.0,China,pharmaceuticals,Healthcare
2323.0,Ryuji Arai,$1.1 B,75.0,Japan,retail,Fashion & Retail
2324.0,Paul Fireman,$1.1 B,78.0,United States,Reebok,Fashion & Retail
2325.0,Huang Jiangji,$1.1 B,,Hong Kong,smartphones,Technology
2326.0,Martin Knauf,$1.1 B,,Germany,building materials,Manufacturing
2327.0,Lin Jie & family,$1.1 B,53.0,China,pharmaceuticals,Healthcare
2328.0,Kerr Neilson,$1.1 B,72.0,Australia,Investments,Finance & Investments
2329.0,Kavita Singhania,$1.1 B,60.0,India,cement,Manufacturing
2330.0,Wang Linxiang,$1.1 B,,China,cashmere,Fashion & Retail
2331.0,Yoshiaki Yoshida,$1.1 B,81.0,Japan,cosmetics,Fashion & Retail
2332.0,Sara Blakely,$1.1 B,51.0,United States,Spanx,Fashion & Retail
2333.0,Donald Friese,$1.1 B,81.0,United States,manufacturing,Manufacturing
2334.0,Huang Xu,$1.1 B,54.0,China,semiconductor,Technology
2335.0,Robert Knauf,$1.1 B,,Germany,building materials,Manufacturing
2336.0,Liu Chengyu & family,$1.1 B,59.0,China,power supply equipment,Manufacturing
2337.0,John Oyler,$1.1 B,54.0,United States,biotech,Healthcare
2338.0,Michael S. Smith,$1.1 B,66.0,United States,liquefied natural gas,Energy
2339.0,Wang Shumin,$1.1 B,65.0,China,manufacturing,Manufacturing
2340.0,Yu Rong,$1.1 B,50.0,China,health clinics,Healthcare
2341.0,Lloyd Blankfein,$1.1 B,67.0,United States,banking,Finance & Investments
2342.0,Soichiro Fukutake,$1.1 B,76.0,Japan,education,Service
2343.0,Subba Rao Jasti,$1.1 B,95.0,India,pharmaceuticals,Healthcare
2344.0,Koh Wee Meng,$1.1 B,58.0,Singapore,"real estate, hotels",Real Estate
2345.0,Lou Boliang,$1.1 B,58.0,United States,pharmaceuticals,Healthcare
2346.0,Park Hyeon-joo,$1.1 B,63.0,South Korea,mutual funds,Finance & Investments
2347.0,Scott Smith,$1.1 B,72.0,United States,cloud computing,Technology
2348.0,Richard Warke,$1.1 B,,Canada,Mining,Metals & Mining
2349.0,Igor Yusufov,$1.1 B,65.0,Russia,oil & gas,Energy
2350.0,Henadiy Boholyubov,$1.1 B,60.0,Ukraine,"banking, investments",Diversified
2351.0,Antonio Gallardo Ballart,$1.1 B,86.0,Spain,pharmaceuticals,Healthcare
2352.0,Long Jiang,$1.1 B,48.0,China,Manufacturing,Technology
2353.0,Sergei Kolesnikov,$1.1 B,50.0,Russia,building materials,Manufacturing
2354.0,Lun Ruixiang & family,$1.1 B,54.0,China,real estate,Real Estate
2355.0,Jose Isaac Peres & family,$1.1 B,81.0,Brazil,shopping malls,Real Estate
2356.0,Ashok Soota,$1.1 B,79.0,India,software services,Technology
2357.0,Anne Werninghaus,$1.1 B,36.0,Brazil,industrial machinery,Manufacturing
2358.0,Zeng Weixiong,$1.1 B,,China,healthcare,Healthcare
2359.0,Caspar Callerström,$1.1 B,48.0,Sweden,financial services,Finance & Investments
2360.0,David Golub,$1.1 B,59.0,United States,private equity,Finance & Investments
2361.0,Jiang Xuefei & family,$1.1 B,52.0,China,printed circuit boards,Technology
2362.0,Andrei Komarov,$1.1 B,55.0,Russia,investments,Manufacturing
2363.0,Lv Yongxiang,$1.1 B,72.0,China,magnetic switches,Manufacturing
2364.0,Catherine Phillips,$1.1 B,,Canada,investments,Finance & Investments
2365.0,Michael Spencer,$1.1 B,66.0,United Kingdom,stock exchange,Finance & Investments
2366.0,Allan Wong,$1.1 B,72.0,Hong Kong,electronics,Manufacturing
2367.0,Zhang Cheng Fei,$1.1 B,54.0,China,paper & related products,Manufacturing
2368.0,Kejian Cao,$1.1 B,59.0,China,air compressors,Manufacturing
2369.0,Guan Yihong,$1.1 B,52.0,China,restaurant,Food & Beverage
2370.0,Jonas Kamprad,$1.1 B,56.0,Sweden,IKEA,Finance & Investments
2371.0,Koo Bon-neung,$1.1 B,73.0,South Korea,electronics,Manufacturing
2372.0,Ma Xiuhui,$1.1 B,51.0,China,LED lighting,Manufacturing
2373.0,John Phillips,$1.1 B,71.0,Canada,investments,Finance & Investments
2374.0,Venu Srinivasan,$1.1 B,69.0,India,two-wheelers,Automotive
2375.0,Chaoqun Wu,$1.1 B,52.0,China,chemicals,Manufacturing
2376.0,Zhang Fangliang,$1.1 B,57.0,China,biotechnology,Healthcare
2377.0,Turgay Ciner,$1.1 B,66.0,Turkey,diversified,Diversified
2378.0,Stelios Haji-Ioannou,$1.1 B,55.0,Cyprus,EasyJet,Service
2379.0,Mathias Kamprad,$1.1 B,52.0,Sweden,IKEA,Finance & Investments
2380.0,Koo Bon-sik,$1.1 B,63.0,South Korea,LG,Technology
2381.0,Yasseen Mansour,$1.1 B,60.0,Egypt,diversified,Diversified
2382.0,Pu Zhongjie & family,$1.1 B,59.0,China,medical equipment,Healthcare
2383.0,Dirk Stroeer,$1.1 B,53.0,Germany,advertising,Media & Entertainment
2384.0,Wu Yonghua,$1.1 B,51.0,China,apparel,Fashion & Retail
2385.0,Baoshen Zhong,$1.1 B,54.0,China,solar energy,Energy
2386.0,Dai Lizhong,$1.1 B,53.0,China,medical testing,Healthcare
2387.0,Mustafa Hamied,$1.1 B,81.0,India,pharmaceuticals,Healthcare
2388.0,Peter Kamprad,$1.1 B,58.0,Sweden,IKEA,Finance & Investments
2389.0,Suresh Krishna,$1.1 B,85.0,India,auto parts,Automotive
2390.0,Jorge Mas,$1.1 B,59.0,United States,Construction,Construction & Engineering
2391.0,Qian Xiaojun,$1.1 B,47.0,China,IT,Technology
2392.0,Susanto Suwarto,$1.1 B,66.0,Indonesia,media,Media & Entertainment
2393.0,Wu Zhenxing,$1.1 B,52.0,China,soy sauce,Food & Beverage
2394.0,Zhou Minghua,$1.1 B,58.0,China,pharmaceutical,Healthcare
2395.0,Aydin Dogan,$1.1 B,85.0,Turkey,media,Media & Entertainment
2396.0,Ronnen Harary,$1.1 B,50.0,Canada,toys,Manufacturing
2397.0,Samvel Karapetyan,$1.1 B,56.0,Russia,real estate,Construction & Engineering
2398.0,Norma Lerner,$1.1 B,86.0,United States,banking,Finance & Investments
2399.0,Gabriella Meister,$1.1 B,,Germany,appliances,Manufacturing
2400.0,Igor Rybakov,$1.1 B,49.0,Russia,building materials,Manufacturing
2401.0,Mehmet Sinan Tara,$1.1 B,63.0,Turkey,construction,Construction & Engineering
2402.0,Xia Xinde,$1.1 B,57.0,China,batteries,Manufacturing
2403.0,Wolfgang Egger,$1.1 B,56.0,Germany,real estate,Real Estate
2404.0,David Helgason,$1.1 B,44.0,Iceland,game software,Technology
2405.0,Alexander Karp,$1.1 B,54.0,United States,software firm,Technology
2406.0,Randolph Lerner,$1.1 B,60.0,United States,"banking, credit cards",Finance & Investments
2407.0,Ulrike Meister,$1.1 B,55.0,Germany,appliances,Manufacturing
2408.0,K. Rai Sahi,$1.1 B,75.0,Canada,real estate,Real Estate
2409.0,Robert Toll,$1.1 B,81.0,United States,home building,Real Estate
2410.0,Xiong Jun & family,$1.1 B,48.0,China,pharmaceuticals,Healthcare
2411.0,Karl Friedrich Braun,$1 B,39.0,Germany,medical technology,Healthcare
2412.0,Jorge Gallardo Ballart,$1 B,80.0,Spain,pharmaceuticals,Healthcare
2413.0,Polys Haji-Ioannou,$1 B,62.0,Cyprus,EasyJet,Service
2414.0,Jeff Lawson,$1 B,44.0,United States,software,Technology
2415.0,Michael Rees,$1 B,47.0,United States,private equity,Finance & Investments
2416.0,Jeff Sprecher,$1 B,67.0,United States,stock exchanges,Finance & Investments
2417.0,Ye Qiongjiu,$1 B,67.0,China,software,Technology
2418.0,Guo Jiangang,$1 B,55.0,China,household appliances,Manufacturing
2419.0,Jean-Pierre Cayard,$1 B,79.0,France,spirits,Food & Beverage
2420.0,Nari Genomal,$1 B,82.0,Cyprus,apparel,Fashion & Retail
2421.0,Huang Jian,$1 B,55.0,China,home appliance,Manufacturing
2422.0,Liang Jiankun & family,$1 B,60.0,China,cobalt mining,Metals & Mining
2423.0,Mark Rein,$1 B,58.0,United States,video games,Media & Entertainment
2424.0,Axel Stawski,$1 B,71.0,United States,real estate,Real Estate
2425.0,"Richard Yuengling, Jr.",$1 B,79.0,United States,beer,Food & Beverage
2426.0,Polys Haji-Ioannou,$1 B,62.0,Cyprus,EasyJet,Service
2427.0,Tony Chen,$1 B,72.0,Taiwan,electronics,Technology
2428.0,Ramesh Genomal,$1 B,71.0,Cyprus,apparel,Fashion & Retail
2429.0,Huang Jinxiang & family,$1 B,57.0,China,chemicals,Manufacturing
2430.0,Liu Baolin,$1 B,68.0,China,pharmacies,Fashion & Retail
2431.0,Ren Zhengfei,$1 B,78.0,China,telecom equipment,Telecom
2432.0,Joseph Steinberg,$1 B,78.0,United States,investments,Finance & Investments
2433.0,Zhang Kapeng,$1 B,57.0,China,building materials,Construction & Engineering
2434.0,Huang Jian,$1 B,55.0,China,home appliance,Manufacturing
2435.0,Vivien Chen,$1 B,63.0,Hong Kong,real estate,Real Estate
2436.0,Sunder Genomal,$1 B,68.0,United Kingdom,garments,Fashion & Retail
2437.0,Huang Weibin,$1 B,54.0,China,home appliances,Manufacturing
2438.0,Liu Quan,$1 B,45.0,China,IT,Technology
2439.0,Francisco Jose Riberas Mera,$1 B,57.0,Spain,"steel, autoparts",Manufacturing
2440.0,Bhawari Bai Surana,$1 B,76.0,India,pharmaceuticals,Healthcare
2441.0,Zhang Yuqiang,$1 B,66.0,China,Fiberglass,Manufacturing
2442.0,Huang Jinxiang & family,$1 B,57.0,China,chemicals,Manufacturing
2443.0,Chey Ki-won,$1 B,57.0,South Korea,"computer services, telecom",Technology
2444.0,Horst-Otto Gerberding,$1 B,69.0,Germany,flavors and fragrances,Food & Beverage
2445.0,Hiroshi Ishibashi,$1 B,75.0,Japan,tires,Automotive
2446.0,Udo Mueller,$1 B,60.0,Germany,advertising,Media & Entertainment
2447.0,Boris Rotenberg,$1 B,65.0,Russia,"construction, pipes, chemicals",Construction & Engineering
2448.0,Ruiqing Tan,$1 B,55.0,China,chemicals,Manufacturing
2449.0,Zhou Ruxin,$1 B,59.0,China,Navigation,Technology
2450.0,Huang Weibin,$1 B,54.0,China,home appliances,Manufacturing
2451.0,Pollyanna Chu,$1 B,64.0,Hong Kong,"financial services, property",Finance & Investments
2452.0,Bent Jensen,$1 B,70.0,Denmark,electric systems,Manufacturing
2453.0,Bruce Nordstrom,$1 B,88.0,United States,Nordstrom department stores,Fashion & Retail
2454.0,Chanchai Ruayrungruang,$1 B,68.0,China,real estate,Real Estate
2455.0,Masaru Tange,$1 B,47.0,Japan,software,Technology
2456.0,Wen Zhou & family,$1 B,57.0,China,chemicals,Manufacturing
2457.0,Hiroshi Ishibashi,$1 B,75.0,Japan,tires,Automotive
2458.0,Roy Chi Ping Chung,$1 B,69.0,Hong Kong,manufacturing,Manufacturing
2459.0,Boris Jordan,$1 B,55.0,United States,cannabis,Manufacturing
2460.0,Scott Nuttall,$1 B,49.0,United States,private equity,Finance & Investments
2461.0,Alan Rydge,$1 B,69.0,Australia,entertainment,Media & Entertainment
2462.0,Dennis Anthony Uy,$1 B,55.0,Philippines,telecom,Telecom
2463.0,Zhou Yifeng & family,$1 B,43.0,China,liquefied petroleum gas,Energy
2464.0,Bent Jensen,$1 B,70.0,Denmark,electric systems,Manufacturing
2465.0,Doug Clarke,$1 B,41.0,Australia,"cameras, software",Technology
2466.0,Morris Kahn,$1 B,92.0,Israel,software,Technology
2467.0,Roberto Ongpin,$1 B,85.0,Philippines,diversified,Diversified
2468.0,Oliver Samwer,$1 B,48.0,Germany,tech investments,Technology
2469.0,Peter-Alexander Wacker,$1 B,70.0,Germany,chemicals,Manufacturing
2470.0,Zhuang Kuilong & family,$1 B,59.0,China,polyester,Manufacturing
2471.0,Boris Jordan,$1 B,55.0,United States,cannabis,Manufacturing
2472.0,Ronald Clarke,$1 B,66.0,United States,payments technology,Technology
2473.0,Marcelo Kalim,$1 B,52.0,Brazil,banking,Finance & Investments
2474.0,Adrian Paval,$1 B,53.0,Romania,retail,Fashion & Retail
2475.0,Glenn Sanford,$1 B,55.0,United States,real estate brokerage,Real Estate
2476.0,Shigefumi Wada & family,$1 B,69.0,Japan,software,Technology
2477.0,Morris Kahn,$1 B,92.0,Israel,software,Technology
2478.0,Jean-Paul Clozel,$1 B,67.0,Switzerland,pharmaceuticals,Healthcare
2479.0,Eugene Kaspersky,$1 B,56.0,Russia,software,Technology
2480.0,Tyler Perry,$1 B,52.0,United States,"movies, television",Media & Entertainment
2481.0,Dhruv Sawhney,$1 B,77.0,India,"engineering, sugar",Construction & Engineering
2482.0,Wang Qiangxiang,$1 B,50.0,China,artificial turf,Service
2483.0,Marcelo Kalim,$1 B,52.0,Brazil,banking,Finance & Investments
2484.0,Carl DeSantis,$1 B,82.0,United States,energy drink,Food & Beverage
2485.0,Kangbao Ke & family,$1 B,59.0,China,retailing,Healthcare
2486.0,Grant Petty,$1 B,53.0,Australia,"cameras, software",Technology
2487.0,Stephan Schnabel,$1 B,,Germany,chemicals,Manufacturing
2488.0,Xiong Shaoming,$1 B,51.0,China,e-cigarettes,Manufacturing
2489.0,Eugene Kaspersky,$1 B,56.0,Russia,software,Technology
2490.0,Sefik Yilmaz Dizdar,$1 B,84.0,Turkey,fashion retail,Fashion & Retail
2491.0,Yunfeng Ke & family,$1 B,55.0,China,retailing,Healthcare
2492.0,G.V. Prasad,$1 B,61.0,India,pharmaceuticals,Healthcare
2493.0,Neerja Sethi,$1 B,67.0,United States,"IT consulting, outsourcing",Technology
2494.0,Shintaro Yamada,$1 B,44.0,Japan,mobile apps,Technology
2495.0,Kangbao Ke & family,$1 B,59.0,China,retailing,Healthcare
2496.0,"Wilbur  'Ed' Bosarge, Jr.",$1 B,82.0,United States,high speed trading,Finance & Investments
2497.0,Larry Fink,$1 B,69.0,United States,money management,Finance & Investments
2498.0,Ihor Kolomoyskyy,$1 B,59.0,Ukraine,"banking, investments",Diversified
2499.0,Jupally Rameshwar Rao,$1 B,66.0,India,real estate,Real Estate
2500.0,Dean Solon,$1 B,57.0,United States,solar systems,Energy
2501.0,Yao Hsiao Tung,$1 B,82.0,Singapore,Manufacturing,Manufacturing
2502.0,Ken Kendrick,$1 B,78.0,United States,"banking, sports team",Sports
2503.0,Johanna Braun,$1 B,42.0,Germany,medical technology,Healthcare
2504.0,Fu Gang,$1 B,51.0,China,pharma retailing,Healthcare
2505.0,Guo Jiangang,$1 B,55.0,China,household appliances,Manufacturing
2506.0,Vera Rechulski Santo Domingo,$1 B,73.0,Brazil,beer,Food & Beverage
2507.0,Mike Speiser,$1 B,51.0,United States,software,Technology
2508.0,Yao Liangbo,$1 B,53.0,China,furniture retailing,Fashion & Retail
